LegalNm,BusNm,Address,City,State,Country,Zipcode,Phone_Number,Website,Total_Assets,Clients
"BIRD ROCK MANAGEMENT, LLC","BIRD ROCK MANAGEMENT, LLC",1590 S COAST HWY #16,LAGUNA BEACH,CA,United States,92651,949-715-0900,,11747500,
NUCLO WEALTH LLC,NUCLO WEALTH,609 MAIN ST.,HOUSTON,TX,United States,77002,281 857-6435,HTTP://NUCLOWEALTH.COM,11755573,0
"SIGNATURE INTELLIGENT PORTFOLIOS, LLC","SIGNATURE INTELLIGENT PORTFOLIOS, LLC",2121 AVENUE OF THE STARS,LOS ANGELES,CA,United States,90067,844-839-7353,HTTP://WWW.SIGNATUREPORTFOLIOS.COM,11758908,0
"TROIKA INVESTMENT ADVISORS, LLC","TROIKA INVESTMENT ADVISORS, LLC",,,,,,860-455-0637,,11765573,
GLASS LAKE WEALTH MANAGEMENT LLC,GLASS LAKE WEALTH MANAGEMENT,,,,,,608-347-5558,http://www.glasslakewealth.com,11770000,11-25
"PORTER WEALTH MANAGEMENT, LLC","PORTER WEALTH MANAGEMENT, LLC",691 JOHN WESLEY DOBBS AVE NE,ATLANTA,GA,United States,30312,(540) 270-7542,HTTPS://WWW.LINKEDIN.COM/IN/JUSTINPORTERCFP/,11775694,26-50
"HAWTHORNE FINANCIAL ADVISORS, LLC","HAWTHORNE FINANCIAL ADVISORS, LLC",,,,,,(617) 648-6570,HTTP://WWW.HAWTHORNEFA.COM,11782483,1-10
"INTERVAL CAPITAL MANAGEMENT, LLC","INTERVAL CAPITAL MANAGEMENT, LLC",,,,,,(510) 697-6435,http://www.intervalcm.com,11786000,0
"WESTWOOD ASSET MANAGEMENT, LLC","WESTWOOD ASSET MANAGEMENT, LLC",,,,,,913-362-7771,,11796201,
"THE FINANCIAL ADVANTAGE GROUP, LLC",FINANCIAL ADVANTAGE ADVISORS CO.,,,,,,860-688-8849 X201,HTTP://WWW.FINADVGR.COM,11797589,0
"GRO CAPITAL, LLC","GRO CAPITAL, LLC",63 CORYELL STREET  SUITE A,LAMBERTVILLE,NJ,United States,08530,609-397-6522,,11800000,0
LAZEAR INVESTMENTS,MILE HIGH WEALTH MANAGEMENT,,,,,,720-509-9363,http://www.lazearinvestments.com,11800000,1-10
"L&L FINANCIAL SERVICES, LLP","L&L FINANCIAL SERVICES, LLP",316 BEL AIR BLVD.,MOBILE,AL,United States,36606,251-476-3600,HTTP://WWW.LL-FINANCIAL.COM,11800000,
"BATLEY, KENT MICHAEL",BATLEY & ASSOCIATES,,,,,,503-351-7024,,11800000,
"VODICKA GROUP, INC.","VODICKA GROUP, INC.",,,,,,312-488-1637,https://twitter.com/mikevodicka,11800000,1-10
"KERUSSO CAPITAL MANAGEMENT, LLC","KERUSSO CAPITAL MANAGEMENT, LLC",486 NORTH PATTERSON AVENUE,WINSTON-SALEM,NC,United States,27101,404-226-2537,https://www.kerussocapital.com,11812598,
FAIRPORT ASSET MANAGEMENT CORP,FAIRPORT ASSET MANAGEMENT CORP,1515 BLACK ROCK TURNPIKE,FAIRFIELD,CT,United States,06825,203-335-0344,HTTP://WWW.FAIRPORTSERVICES.COM,11812729,1-10
JACK DONALD BECKER,BECKER CAPITAL MANAGEMENT,,,,,,214-823-6412,,11813209,0
"WENTSEL WEALTH MANAGEMENT, LLC","WENTSEL WEALTH MANAGEMENT, LLC",,,,,,708-712-0392,https://www.linkedin.com/company/wentsel-wealth-management-llc/,11815630,1-10
STONEHAVEN PRIVATE WEALTH MANAGEMENT LLC,STONEHAVEN PRIVATE WEALTH MANAGEMENT LLC,,,,,,978-430-0150,HTTP://WWW.STONEHAVENWEALTHMANAGEMENT.COM,11817008,0
WILLIAM CECIL BOWERS JR.,BOWERS CAPITAL MANAGEMENT,,,,,,812-951-0380,HTTP://WWW.BOWERSCAPITAL.COM,11822887,0
FAUBION WEALTH MANAGEMENT LLC,FAUBION WEALTH MANAGEMENT LLC,,,,,,(925) 322-2450,https://thewealtheffect.buzzsprout.com/,11831348,26-50
"CARRINGTON FINANCIAL PLANNING, LLC","CARRINGTON FINANCIAL PLANNING, LLC",,,,,,(305) 209-4724,https://www.facebook.com/carringtonfp/,11832000,101-250
"HARMON FINANCIAL ADVISORS, INC.","HARMON FINANCIAL ADVISORS, INC.",10 CANEBRAKE BLVD.,FLOWOOD,MS,United States,39232,601-955-7554,HTTP://WWW.HARMONFA.COM,11842445,0
"PONDEROSA INVESTMENT GROUP, LLC","PONDEROSA INVESTMENT GROUP, LLC",,,,,,503-286-0005,HTTP://WWW.PONDEROSAIG.COM,11846109,0
"AJP FINANCIAL SERVICES, LLC","AJP FINANCIAL SERVICES, LLC",,,,,,302-654-3100,,11855530,1-10
"VISIONARY PLANNING & INVESTMENT, LLC","VISIONARY PLANNING & INVESTMENT, LLC",,,,,,(720) 210-4990,HTTPS://VISIONARYPLANNINGANDINVESTMENT.COM,11860450,51-100
"GREEN STREET WEALTH ADVISORY, LLC","GREEN STREET WEALTH ADVISORY, LLC",70 ROMANO VINEYARD WAY,NORTH KINGSTON,RI,United States,02852,401-294-7200,http://www.greenstreetwealth.com,11876233,
"SCT WEALTH MANAGEMENT, LLC","SCT WEALTH MANAGEMENT, LLC",,,,,,623-777-3585,HTTP://WWW.SCTWEALTH.COM,11877610,0
GP ANALYTICS LLC,GP ANALYTICS,1005 A ST.,SAN RAFAEL,CA,United States,94901,415-793-5791,HTTP://WWW.GPANALYTICS.NET,11880408,0
"KELLY & ASSOCIATES, LLC","KELLY & ASSOCIATES, LLC",,,,,,561-707-0552,,11884889,
"ASPIRE WEALTH ADVISORY, LLC",ASPIRE WEALTH,5659 N KRAFT LAKE DR,CALEDONIA,MI,United States,49316,616-828-3803,HTTPS://WWW.ASPIREWEALTHADVISORY.COM,11887185,11-25
"MILESTONE CONSULTANTS, INC.","MILESTONE CONSULTANTS, INC.",,,,,,585-228-2558,HTTP://WWW.LINKEDIN.COM/COMPANY/MILESTONECONSULTANTSINC/,11889000,0
"CMA FINANCIAL SERVICES, LLC",CMA FINANCIAL SERVICES,"1 DUNWOODY PARK, S",ATLANTA,GA,United States,30338,770-493-7578,HTTP://WWW.CMAWIZARDS.COM,11890589,26-50
"CLARK, GARY WILLARD",CLARK PLANNING & INVESTMENT ADVISORY,1900 PROVIDENCE PARK,BIRMINGHAM,AL,United States,35242,205-981-1120,HTTP://WWW.CLARKPLANNING.COM,11891648,1-10
"NELSON, ALEXANDER BRICE","BRICE FINANCIAL SERVICES, INC.",2000 NORTH BAYSHORE DRIVE,MIAMI,FL,United States,33137,(305)967-8390,,11892560,251-500
"STERN, MICHAEL WARREN",ARLINGTON INVESTMENT ADVISORS,,,,,,781-355-6880,HTTPS://WWW.ARLINGTONINVEST.COM,11900000,1-10
FORTUNA CAPITAL ADVISORS LLC,FORTUNA CAPITAL ADVISORS LLC,403 BOXWOOD ROAD,BRYN MAWR,PA,United States,19010,888-422-2477,HTTP://WWW.MYFCAP.COM,11900000,0
R.J. SUTTS & COMPANY,R.J. SUTTS & COMPANY,,,,,,586-246-1817,,11900000,0
GOGGANS GROUP INC,GOGGANS GROUP INC,612 BROAD ST,GADSDEN,AL,United States,35901-3775,844-464-4267,HTTPS://TWITTER.COM/GOGGANSGROUP,11900000,1-10
"MARBLEHEAD CAPITAL, LLC","MARBLEHEAD CAPITAL, LLC",100 CUMMINGS CENTER,BEVERLY,MA,United States,01915,978-969-2468,,11900000,
"BARAC CAPITAL MANAGEMENT, LLC","BARAC CAPITAL MANAGEMENT, LLC","7000 NORTH MOPAC EXPRESSWAY, SUITE 200",AUSTIN,TX,United States,78731,512-981-8080,https://www.linkedin.com/company/baraccapitalmanagement,11900000,11-25
SWARTZ ADVISORY LLC,SWARTZ ADVISORY LLC,,,,,,224-334-9271,,11900000,0
"SZAFRAN CAPITAL MANAGEMENT, LLC","SZAFRAN CAPITAL MANAGEMENT, LLC",,,,,,214-293-4850,,11906428,11-25
KCPAG FINANCIAL ADVISORS LLC,KCPAG FINANCIAL ADVISORS LLC,1619 W. MAIN STREET,ROBINSON,IL,United States,62454,618-544-4993,HTTP://WWW.KEMPERCAPITALMANAGEMENT.COM,11925521,51-100
"MIGH FINANCIAL PLANNER, LLC","MIGH FINANCIAL PLANNER, LLC",,,,,,(408) 353-2668,,11930000,1-10
BOLGIANO FINANCIAL LLC,BOLGIANO CAPITAL MANAGEMENT,525 E MAIN STREET,MIDLOTHIAN,TX,United States,76065,972-723-5200,HTTP://WWW.BOLGIANOTAX.COM/,11938502,0
COMMON WEALTH MANAGEMENT LLC,COMMON WEALTH MANAGEMENT LLC,6816 CAINE ROAD,COLUMBUS,OH,United States,43015,740-417-4160,,11939087,0
"MAYNARD FINANCIAL SERVICES, LLC","MAYNARD FINANCIAL SERVICES, LLC",,,,,,530-520-6030,,11946842,
"KICKPOINT FINANCIAL, LLC","KICKPOINT FINANCIAL, LLC",3730 KIRBY DRIVE,HOUSTON,TX,United States,77098,713-834-1103,http://www.kickpointfinancial.com,11947806,
HONEST WEALTH LLC,HONEST WEALTH LLC,9841 IRVINE CENTER DRIVE,IRVINE,CA,United States,92618,949-346-6854,,11949545,0
CARTER & BALSAM ADVISERS,CARTER & BALSAM ADVISERS,825 S GRETNA GREEN WAY # K,LOS ANGELES,CA,United States,90049-5230,310-979-5925,HTTPS://WWW.CARTERBALSAMADVISERS.COM,11954130,0
GRAY INVESTMENT MANAGEMENT LLC,GRAY INVESTMENT MANAGEMENT LLC,,,,,,484-947-6429,https://Twitter.com : @InvestmentsGray,11971108,0
IMPACT FI LLC,IMPACTFI,,,,,,415-907-7112,http://www.impact-fi.com/,11972301,1-10
INCEPTION FINANCIAL SERVICES,INCEPTION FINANCIAL SERVICES,17822 17TH STREET,TUSTIN,CA,United States,92780,714-543-5900,https://www.inceptionfs.com,11973555,0
"MT FINANCIAL PLANNING, INC.",MT FINANCIAL PLANNING,5067 SHORELINE RD,LAKE BARRINGTON,IL,United States,60010,(847)860-6050,https://www.facebook.com/MT-Financial-Planning-104356324636804,11974793,1-10
"SECONDHALF PLANNING & INVESTMENT, LLC","SECONDHALF PLANNING & INVESTMENT, LLC",,,,,,503-343-9860,https://SECONDHALFPLANNING.COM,11975000,1-10
MARKETCIPHER PARTNERS LLC,MARKETCIPHER PARTNERS LLC,818 A1A NORTH,PONTE VEDRA BEACH,FL,United States,32082,904-395-3567,http://www.market-cipher.com/,11984715,
"CENACLE CAPITAL MANAGEMENT, LLC","CENACLE CAPITAL MANAGEMENT, LLC",,,,,,847-686-4800,HTTP://WWW.CENACLECAPITAL.COM,11987874,
"HENNESSY, BRIAN GARRETT",HENNESSY FINANCIAL SERVICES,,,,,,617-852-4707,,11992339,0
BWM LLC,BWM LLC,,,,,,847-828-6389,,11993710,0
"FINANCIAL FACILITATORS, INC.","FINANCIAL FACILITATORS, INC.",450 COUNTRY CLUB ROAD,EUGENE,OR,United States,97401,541-485-7254,,11994000,26-50
KODA WEALTH MANAGEMENT LLC,KODA WEALTH MANAGEMENT,2658 INDUSTRIAL BLVD,ABILENE,TX,United States,79605,325-695-9999,,11995070,0
"RHJ FINANCIAL, INC.","RHJ FINANCIAL, INC.",,,,,,972-359-1280,,11996184,
"FAMILY INVESTMENT PLANNING, LLC","FAMILY INVESTMENT PLANNING, LLC",925 ELM GROVE ROAD,ELM GROVE,WI,United States,53122,414-435-0601,HTTP://WWW.FAMILYINVESTMENTPLANNING.COM,12000000,26-50
LARREA WEALTH MANAGEMENT,LARREA WEALTH MANAGEMENT,165 BROADWAY  23 FLOOR,NEW YORK,NY,United States,10006,2123908918,HTTP://WWW.LARREAWEALTH.COM,12000000,1-10
"HARVEST CAPITAL MANAGEMENT, LLC","HARVEST CAPITAL MANAGEMENT, LLC",1212 HANCOCK STREET,QUINCY,MA,United States,02169,(617) 413-5884,,12000000,0
HYNES ADVISORY GROUP LLC,HYNES ADVISORY GROUP LLC,9920 WATSON ROAD,ST LOUIS,MO,United States,63126,314-858-1335,HTTP://WWW.ROBERTEHYNES.COM,12000000,51-100
WALLACE INVESTMENTS,WALLACE INVESTMENTS,14 WALL STREET 20TH FLOOR,NEW YORK,NY,United States,10005,917-916-9545,https://www.wallaceinvestment.com,12000000,1-10
"CALIBRATE WEALTH, LLC","CALIBRATE WEALTH, LLC",,,,,,(773) 501-4965,HTTPS://LINKEDIN.COM/IN/ZACHARY-MARSH-567A6068,12000000,11-25
"EQUITY LOGIC, LLC",EQUITY LOGIC,,,,,,415-999-9033,HTTP://WWW.EQUITYLOGIC.NET,12000000,
RD KELLEY FINANCIAL GROUP,RD KELLEY FINANCIAL GROUP,,,,,,520-904-7241,https://rdkelleyfinancial.com,12000000,1-10
"EVERETT WEALTH SOLUTIONS, INC","EVERETT WEALTH SOLUTIONS, INC",407 MARENGO AVENUE,FOREST PARK,IL,United States,60130-1707,708-771-7777,https://www.facebook.com/everettwealthsolutions,12000000,51-100
"TRUE LIFE WEALTH MANAGEMENT, LLC","TRUE LIFE WEALTH MANAGEMENT, LLC",777 S HARBOUR ISLAND BLVD,TAMPA,FL,United States,33602,800-683-7343,https://www.facebook.com/people/alex-skijus-retirement-planning-specialist/100063761551757/,12000000,51-100
OAKWOOD WEALTH ADVISORS LTD.,OAKWOOD WEALTH ADVISORS LTD.,,,,,,630-560-1500,HTTP://WWW.OAKWOODWEALTHADVISORS.COM,12000000,11-25
CLEARWEALTH,CLEARWEALTH,,,,,,(319) 572-0581,https://www.instagram.com/planwithclearwealth/,12000000,101-250
"HOWLETT FINANCIAL & TAX SERVICES, INC","HOWLETT FINANCIAL & TAX SERVICES, INC",,,,,,408-532-0604,,12000000,
"ANTHONY CAPITAL, LLC","ANTHONY CAPITAL, LLC","11001 WEST 120TH AVE, #400",BROOMFIELD,CO,United States,80021,303-734-7178,http://www.theretirementincomeshow.com,12000000,26-50
"FREEDOM CAPITAL MANAGEMENT, INC.","FREEDOM CAPITAL MANAGEMENT, INC.",,,,,,415-236-5364,HTTP://WWW.FREEDOMCAPITALMANAGEMENT.COM,12000000,0
BLAIR INVESTMENTS LLC,BLAIR INVESTMENTS LLC,420 NE 28TH AVE,PORTLAND,OR,United States,97232,206-601-5113,HTTP://WWW.BLAIRINVESTMENTS.COM,12000000,0
"ALDEN FINANCIAL MANAGEMENT SERVICES, INC.","ALDEN FINANCIAL MANAGEMENT SERVICES, INC.",,,,,,720-775-7954,,12000000,11-25
"BIEHL, DAVID BERNARD",CAPITAL MANAGEMENT SERVICES,,,,,,805-452-1867,,12000000,1-10
"VAUGHAN INVESTMENT ADVISORS, LLC","VAUGHAN INVESTMENT ADVISORS, LLC",110 E. WILSON BRIDGE ROAD,WORTHINGTON,OH,United States,43085,614-296-3974,https://viadvisorsllc.com/,12000000,
"LINIAM CAPITAL, LLC","LINIAM CAPITAL, LLC",,,,,,612-760-2321,https://www.liniam.com/,12000000,11-25
LAA PARTNERS LLC,LAA PARTNERS,7777 GLADES ROAD,BOCA RATON,FL,United States,33434,201-873-2664,HTTPS://WWW.LAAPARTNERS.COM/,12000000,0
"METIS ASSET MANAGEMENT ADVISORY, LLC","METIS ASSET MANAGEMENT ADVISORY, LLC",,,,,,847-912-9781,,12000000,51-100
MIGHTY OAK MANAGEMENT LLC,MIGHTY OAK MANAGEMENT LLC,,,,,,203-964-9300,,12000000,1-10
INCREASE CONSULTANTS LLC,INCREASE CONSULTANTS LLC,"7335 HIGHWAY 6,",MISSOURI CITY,TX,United States,77459,281-778-8161,HTTP://WWW.INC-FINANCIAL.COM,12000000,1-10
"PROSPERITY INVESTMENT ADVISORS, INC.","PROSPERITY INVESTMENT ADVISORS, INC.",,,,,,303-776-4562,HTTP://PROSPERITYIA.COM,12000000,1-10
"JOHN DANIELS CPA, LLC","JOHN DANIELS CPA, LLC",5902 TIDEWOOD AVE,SARASOTA,FL,United States,34231,941-284-8511,https://www.johndanielscpa.com,12000000,1-10
"TRINGLE JR., JOHN R.","TRINGLE JR., JOHN R.",,,,,,(212) 995-2172,,12000000,
"RAYMON CAPITAL ADVISORS, LLC","RAYMON CAPITAL ADVISORS, LLC",,,,,,404-219-1265,,12000000,0
"THREE CIRCLES CAPITAL MANAGEMENT, LLC","THREE CIRCLES CAPITAL MANAGEMENT, LLC",1550 LARIMER STREET #640,DENVER,CO,United States,80202,720-936-1570,HTTP://THREECIRCLESCAPITAL.COM/,12000000,0
"CB3 FINANCIAL GROUP, INC.","CB3 FINANCIAL GROUP, INC.",,,,,,3125137486,HTTP://WWW.CB3FINANCIAL.COM,12000000,
RWF WEALTH MANAGEMENT LLC,RWF WEALTH MANAGEMENT LLC,,,,,,239-293-9031,,12000000,
"PREMIER INVESTMENT MANAGEMENT, LLC","PREMIER INVESTMENT MANAGEMENT, LLC",,,,,,385-259-3568,http://mypimconnect.com,12000000,1-10
"ATHOS CAPITAL ADVISORS, LLC",ATHOS CAPITAL ADVISORS,,,,,,310-971-4765,http://www.athoscapitaladvisors.com,12000000,26-50
GREAT LIFE INVESTING LLC,GREAT LIFE INVESTING,4424 6TH AVE,TACOMA,WA,United States,98406,253-858-2427,http://www.greatlifeinvesting.com,12000000,1-10
BLACK CAT WEALTH LLC,BLACK CAT WEALTH,612 W BEALL STREET,BOZEMAN,MT,United States,59715-3427,406-587-5587,,12000000,1-10
"MU, PETER, SIZHONG",WEALTH CAIRN,,,,,,408-520-1518,https://www.wealthcairn.com,12000000,1-10
"CAPITAL ALLIANCE WEALTH MANAGEMENT, LLC",CAPITAL ALLIANCE WEALTH MANAGEMENT,4079 DE ZAVALA RD,SAN ANTONIO,TX,United States,78249,210-460-6677,http://newpwm.net/,12000000,0
"VISTA WAY ADVISORS, LLC",VISTA WAY ADVISORS,,,,,,857-205-3817,https://www.vistawayadvisors.com,12000000,26-50
"SWISS AMERICAN ASSET MANAGEMENT, LLC",SWISS AMERICAN ASSET MANAGEMENT,17505 N. 79TH AVENUE,GLENDALE,AZ,United States,85308,602-703-6611,,12000000,11-25
ACTUARIAL DIRECT LLC,ACTUARIAL DIRECT LLC,30285 GRANDE VISTA AVE,LAGUNA NIGUEL,CA,United States,92843,949-270-3762,,12000000,
"HAUGE WEALTH MANAGEMENT, LLC","HAUGE WEALTH MANAGEMENT, LLC",,,,,,320-761-9226,https://www.haugewealth.com/,12000000,1-10
BOUNDLESS WEALTH LLC,BOUNDLESS WEALTH LLC,,,,,,(832) 577-7524,https://www.boundlessplan.com/,12000000,11-25
"COORDINATED PLANNING GROUP, INC.","COORDINATED PLANNING GROUP, INC.",150 BROADHOLLOW ROAD,MELVILLE,NY,United States,11747,631-393-6044,HTTPS://WWW.COORDINATEDPLANNINGGROUP.COM,12006088,1-10
"GEN NEXT WEALTH, INC.","GEN NEXT WEALTH, INC.",,,,,,559-715-1940,http://www.gennextwealth.com/,12007901,11-25
"LEMUEL JAMES FINANCIAL, LLC",LEMUEL JAMES FINANCIAL,,,,,,210-287-2992,HTTP://WWW.LEMUELJAMESFINANCIAL.COM,12012000,0
"KOHR INVESTMENTS, LLC",KOHR INVESTMENTS,26522 LA ALAMEDA #210,MISSION VIEJO,CA,United States,92691,949-545-0229,http://www.KOHRfinancial.com,12013166,0
"WILSON INVESTMENT SERVICES, LLC",WILSON INVESTMENT SERVICES,,,,,,972-772-9599,HTTP://WWW.WILSONINVESTMENTSERVICES.COM,12014843,1-10
"1 BLUEBILL FINANCIAL, LLC",1 BLUEBILL FINANCIAL,,,,,,651-398-3883,https://www.yelp.com/biz/1-bluebill-financial-saint-paul,12016245,51-100
"BRANDON HILL WEALTH MANAGEMENT, LLC","BRANDON HILL WEALTH MANAGEMENT, LLC",,,,,,914-582-0839,https://brandonhillwealthmgmt.com/,12040170,
DTM3 CORPORATION,DTM3 CORPORATION,,,,,,206-459-9500,HTTP://WWW.DTM3CORP.COM,12051591,1-10
ANGART & CO.,ANGART & CO.,2855 SULGRAVE ROAD,BEACHWOOD,OH,United States,44122,216-5344424,,12058094,0
"BURRIS WEALTH MANAGEMENT, INC.","BURRIS WEALTH MANAGEMENT, INC.",15286 N 144TH AVE,SURPRISE,AZ,United States,85379,623-776-5567,,12071089,26-50
FAMILY RETIREMENT LLC,FAMILY RETIREMENT LLC,1700 WESTLAKE AVENUE NORTH,SEATTLE,WA,United States,98109-6212,425-610-9226,HTTPS://WWW.FACEBOOK.COM/FAMILYRETIRE/,12073044,26-50
"SOUND ASSET MANAGEMENT, INC.","SOUND ASSET MANAGEMENT, INC.","969 READING RD, SUITE K",MASON,OH,United States,45040,513-755-8297,,12080211,0
"ST BERNARD ASSET MANAGEMENT, INC.","ST BERNARD ASSET MANAGEMENT, INC.",1609 WEST MAIN,RUSSELLVILLE,AR,United States,72801,479-967-1200,,12087797,0
"CANDENT CAPITAL, LLC","CANDENT CAPITAL, LLC",,,,,,415-742-1681,HTTPS://CANDENTCAP.COM,12093950,1-10
"TRUFINANCIAL REGISTERED INVESTMENT ADVISORY SERVICES, INC","TRUFINANCIAL REGISTERED INVESTMENT ADVISORY SERVICES, INC",,,,,,(619) 886-4915,,12094160,101-250
ARCIS CAPITAL INVESTMENT ADVISORS LLC,ARCIS CAPITAL INVESTMENT ADVISORS LLC,135 WEST 41ST STREET,NEW YORK,NY,United States,10036,212-634-7173,,12099019,
"PISMO PACIFIC FINANCIAL SERVICES, LLC","PISMO PACIFIC FINANCIAL SERVICES, LLC",1416 N. PORTER AVE.,NORMAN,OK,United States,73071,405-701-0800,,12100000,
"DALE, BARRY N.","DALE, BARRY N.",,,,,,906-486-7438,,12104280,1-10
JAGER WEALTH MANAGEMENT LLC,JAGER WEALTH MANAGEMENT,43 TOWN CENTER SQUARE,HATTIESBURG,MS,United States,39402,601-913-5207,https://jagerwealth.com,12109646,11-25
DAVIES WEALTH MANAGEMENT LLC,DAVIES WEALTH MANAGEMENT LLC,684 SE MONTEREY ROAD,STUART,FL,United States,34994,954-353-6198,HTTPS://TWITTER.COM/TDWEALTHNET,12110000,0
"CURRAN FINANCIAL PARTNERS, LLC","CURRAN FINANCIAL PARTNERS, LLC",612 W. US HIGHWAY 290,DRIPPING SPRINGS,TX,United States,78620,512-858-0805,https://susancurranfinancial.com/curran-financial-partners/,12110100,0
"OXLEY WEALTH MANAGEMENT, LLC","OXLEY WEALTH MANAGEMENT, LLC",6792 S 1300 E.,COTTONWOOD HEIGHTS,UT,United States,84121,801-565-1441,http://www.Oxleywealth.com,12121000,0
JEWELL WEALTH MANAGEMENT INC.,JEWELL WEALTH MANAGEMENT INC.,,,,,,(949) 285-7462,http://www.retireman.com,12122042,
ARAGORN LTD.,ARAGORN LTD.,,,,,,617-322-1735,,12122050,0
DOBSON STREET LLC,DOBSON STREET LLC,1531 ALOMA AVENUE,WINTER PARK,FL,United States,32789,(407) 765-5446,,12126798,0
"JW FINANCIAL ADVISORS, LLC","JW FINANCIAL ADVISORS, LLC",,,,,,707-538-9012,HTTP://WWW.JWFINANCIAL.COM,12138634,11-25
"OCALA CAPITAL, LLC","OCALA CAPITAL, LLC",1396 NE 20TH AVE. SUITE 600,OCALA,FL,United States,34470,352-369-0014,HTTP://OCALACAPITAL.COM,12157184,11-25
"NEWLEAF WEALTH MANAGEMENT, LLC","NEWLEAF WEALTH MANAGEMENT, LLC",,,,,,510-502-7305,,12157711,
"WEST COAST CAPITAL MANAGEMENT, LLC","WEST COAST CAPITAL MANAGEMENT, LLC",1176 E WARNER RD,GILBERT,AZ,United States,85296,480-460-3790,HTTP://WWW.WESTCOASTCAPITALMANAGEMENT.COM/,12163865,0
BOWEN ASSET MANAGEMENT LLC,BOWEN ASSET MANAGEMENT LLC,,,,,,610-793-1001,https://www.facebook.com/BowenAsset,12169914,1-10
"FOUNDATIONS FINANCIAL PLANNING, LLC","FOUNDATIONS FINANCIAL PLANNING, LLC",,,,,,417-986-3055,https://www.stockoptionplanner.com/,12188706,1-10
"LIN CAPITAL MANAGEMENT, LLC","LIN CAPITAL MANAGEMENT, LLC",515 116TH AVE NE,BELLEVUE,WA,United States,98004,425-283-8184,,12194437,0
"SAPPHIRE FINANCIAL STRATEGIES, L.L.C.","SAPPHIRE FINANCIAL STRATEGIES, L.L.C.",2801 SOUTH RUSSELL ST. #7,MISSOULA,MT,United States,59801,406-728-4740,,12198762,
BJO WEALTH MANAGEMENT LLC.,BJO WEALTH MANAGEMENT LLC.,,,,,,847-845-3980,HTTP://WWW.BJOWEALTHMANAGEMENT.COM,12200000,1-10
"OAKES FINANCIAL SERVICES, INC.",THE OAKES FINANCIAL GROUP,,,,,,603-313-6622,,12216267,11-25
WEALTH PARTNERS CORPORATION,WEALTH PARTNERS CORPORATION,"7300 W 110TH, STE 700",OVERLAND PARK,KS,United States,66210,913-685-3207,HTTP://WWW.LINKEDIN.WEALTHPARTNERS,12225422,
"ARNOLD, JR. ROBERT ELLSWORTH","RESOURCES, ESTATES, ASSETS, PLANNING",,,,,,248-626-4964,HTTP://WWW.REAPJR.COM,12234030,11-25
"MK INVESTMENT ADVISORS, LLC","MK INVESTMENT ADVISORS, LLC",,,,,,408-609-6500,HTTPS://WWW.LINKEDIN.COM/IN/MATTHEW-H-KATHER-CFA-5658358/,12240000,1-10
RAWLINGS WEALTH MANAGEMENT LLC,RAWLINGS WEALTH MANAGEMENT,,,,,,860-430-2167,HTTP://WWW.RAWLINGSWM.COM,12244548,26-50
"EXCELSIOR INVESTMENT ADVISORS, LLC",EXCELSIOR,"135 PINELAWN ROAD,",MELVILLE,NY,United States,11747,516-765-7400,https://excelsiorim.com/,12245835,1-10
ENDURANCE FINANCIAL GROUP L.L.C.,ENDURANCE FINANCIAL GROUP,3475 WILLOW LAKE BLVD,ST. PAUL,MN,United States,55110,(651) 605-2318,http://www.efg-planning.com,12246431,1-10
LARRY NEIL BEHAGE,BEHAGE FINANCIAL,1500 E. HAMILTON AVENUE,CAMPBELL,CA,United States,95008,(408) 425-9132,HTTP://WWW.BEHAGETAX.COM,12248439,0
FREDERICK HOLMES CRON,FREDERICK H. CRON,,,,,,303-771-3710,,12249256,0
"A TO Z ASSET ADVISORS, LLC","A TO Z ASSET ADVISORS, LLC",,,,,,702-302-9327,HTTP://WWW.AZINVESTPRO.COM,12253131,51-100
"WHITE SAND CAPITAL, LLC","WHITE SAND CAPITAL, LLC",,,,,,970-412-5192,,12257565,0
"CUBETECH CAPITAL, LLC","CUBETECH CAPITAL, LLC",93 SAN TAM ROAD,NEW TERRITORIES,,Hong Kong,,+852-60470681,,12257776,1-10
"ACE WEALTH MANAGEMENT, LLC","ACE WEALTH MANAGEMENT, LLC",,,,,,610.857.7842,HTTPS://WWW.ACE-WM.CO - note: owned but not used; don't expect to ever use,12264362,0
"INVESTMENT DYNAMICS CONSULTING GROUP, LLC","INVESTMENT DYNAMICS CONSULTING GROUP, LLC","75-5591 PALANI ROAD, SUITE 3008",KAILUA-KONA,HI,United States,96740-3633,808-329-0911,,12287391,0
"INTEGRATED FINANCIAL RESOURCES, INC.","INTEGRATED FINANCIAL RESOURCES, INC.",7261 W. CENTRAL AVENUE,TOLEDO,OH,United States,43617,419-842-1505,https://www.ifrross@aol.com,12300000,26-50
"ELLIOTT FINANCIAL, LLC","ELLIOTT FINANCIAL, LLC",,,,,,720-212-9227,HTTP://WWW.ELLIOTTFINANCIALPLANNING.COM,12309200,1-10
"ZONE INVESTMENT MANAGEMENT, LLC","ZONE INVESTMENT MANAGEMENT, LLC",,,,,,847-293-2180,,12312785,
SUTTON PLACE CAPITAL MANAGEMENT LLC,SUTTON PLACE CAPITAL MANAGEMENT LLC,,,,,,941-445-2001,HTTP://WWW.SUTTONPLACECAPITAL.COM,12320005,
